NestID,SiteID,Year,Date,Assay,Fledged,NumberFledged,NestStage,male_raw,Male,female_raw,Female,rfit
40,40,2018,6/14/2018,2,1,1,1Laying,15,-2.466212074,30,-3.107232506,NA
40,40,2018,8/14/2018,4,1,1,3Provisioning,3,-1.44224957,8,-2,NA
47,47,2018,6/28/2018,2,0,0,2Incubating,5,-1.709975947,15,-2.466212074,0
47,47,2018,7/14/2018,4,0,0,2Incubating,5,-1.709975947,20,-2.714417617,NA
47,47,2018,7/25/2018,5,0,0,3Provisioning,2,-1.25992105,20,-2.714417617,NA
53,53,2018,6/13/2018,1,0,0,1Laying,10,-2.15443469,20,-2.714417617,0
53,53,2018,7/19/2018,2,0,0,3Provisioning,15,-2.466212074,40,-3.419951893,NA
57,57,2018,6/28/2018,2,1,2,2Incubating,30,-3.107232506,15,-2.466212074,1.577777778
57,57,2018,7/25/2018,5,1,2,3Provisioning,25,-2.924017738,15,-2.466212074,NA
57,57,2018,8/1/2018,6,1,2,3Provisioning,25,-2.924017738,25,-2.924017738,NA
57,57,2018,8/13/2018,7,1,2,3Provisioning,15,-2.466212074,10,-2.15443469,NA
58,58,2018,6/15/2018,1,0,0,1Laying,30,-3.107232506,15,-2.466212074,0
58,58,2018,6/27/2018,2,0,0,2Incubating,15,-2.466212074,5,-1.709975947,NA
59,59,2018,6/10/2018,1,0,0,1Laying,20,-2.714417617,50,-3.684031499,0
59,59,2018,6/25/2018,2,0,0,2Incubating,10,-2.15443469,20,-2.714417617,NA
75,75,2018,6/11/2018,1,1,1,1Laying,15,-2.466212074,15,-2.466212074,0.788888889
75,75,2018,6/30/2018,3,1,1,2Incubating,2,-1.25992105,10,-2.15443469,NA
75,75,2018,7/6/2018,4,1,1,2Incubating,3,-1.44224957,10,-2.15443469,NA
75,75,2018,7/13/2018,5,1,1,3Provisioning,0.1,-0.464158883,5,-1.709975947,NA
75,75,2018,7/23/2018,6,1,1,3Provisioning,1,-1,2,-1.25992105,NA
75,75,2018,7/27/2018,7,1,1,3Provisioning,0.1,-0.464158883,10,-2.15443469,NA
75,75,2018,8/3/2018,8,1,1,3Provisioning,10,-2.15443469,20,-2.714417617,NA
75,75,2018,8/8/2018,9,1,1,3Provisioning,1,-1,15,-2.466212074,NA
77,77,2018,6/17/2018,1,1,1,1Laying,30,-3.107232506,10,-2.15443469,0.788888889
77,77,2018,6/21/2018,2,1,1,2Incubating,7,-1.912931183,10,-2.15443469,NA
77,77,2018,6/30/2018,3,1,1,2Incubating,1,-1,10,-2.15443469,NA
77,77,2018,7/6/2018,4,1,1,2Incubating,5,-1.709975947,10,-2.15443469,NA
77,77,2018,7/13/2018,5,1,1,2Incubating,2,-1.25992105,8,-2,NA
77,77,2018,7/23/2018,6,1,1,3Provisioning,15,-2.466212074,1,-1,NA
77,77,2018,7/27/2018,7,1,1,3Provisioning,2,-1.25992105,8,-2,NA
77,77,2018,8/3/2018,8,1,1,3Provisioning,15,-2.466212074,8,-2,NA
77,77,2018,8/15/2018,10,1,1,3Provisioning,3,-1.44224957,6,-1.817120593,NA
78,78,2018,6/9/2018,1,1,2,1Laying,20,-2.714417617,20,-2.714417617,1.577777778
78,78,2018,6/18/2018,2,1,2,2Incubating,50,-3.684031499,10,-2.15443469,NA
78,78,2018,7/8/2018,3,1,2,2Incubating,35,-3.27106631,12,-2.289428485,NA
97,97,2018,6/12/2018,1,1,2,1Laying,5,-1.709975947,15,-2.466212074,1.577777778
97,97,2018,7/19/2018,2,1,2,3Provisioning,8,-2,15,-2.466212074,NA
98,98,2018,7/20/2018,2,0,0,2Incubating,15,-2.466212074,20,-2.714417617,0
119,119,2018,6/26/2018,1,0,0,2Incubating,10,-2.15443469,40,-3.419951893,0
119,119,2018,7/5/2018,2,0,0,2Incubating,30,-3.107232506,5,-1.709975947,NA
145,147,2018,7/17/2018,2,0,0,3Provisioning,0.1,-0.464158883,10,-2.15443469,0
155,45,2018,6/11/2018,1,1,3,1Laying,35,-3.27106631,15,-2.466212074,2.366666667
155,45,2018,7/19/2018,2,1,3,3Provisioning,10,-2.15443469,10,-2.15443469,NA
155,45,2018,8/6/2018,3,1,3,3Provisioning,15,-2.466212074,15,-2.466212074,NA
156,16,2018,6/12/2018,1,0,0,1Laying,20,-2.714417617,15,-2.466212074,0
